antecedent,consequent,support,confidence,lift
LUNCH BAG WOODLAND,LUNCH BAG PINK POLKADOT,0.019966722129783693,0.3893805309734513,7.084939514492166
LUNCH BAG PINK POLKADOT,LUNCH BAG WOODLAND,0.019966722129783693,0.363302752293578,7.084939514492166
JUMBO STORAGE BAG SUKI,JUMBO BAG PINK POLKADOT,0.025966822971814654,0.43496621621621623,7.082664175875383
JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI,0.025966822971814654,0.422824302134647,7.082664175875383
LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE,0.026319770080169416,0.4100549882168107,7.071843983742615
LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL.,0.026319770080169416,0.4539130434782609,7.071843983742615
LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,0.030555135380426562,0.3874680306905371,7.050140782280204
LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.030555135380426562,0.5559633027522936,7.050140782280203
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG ALPHABET DESIGN,0.015327988705692533,0.2627484874675886,7.042014529654979
LUNCH BAG ALPHABET DESIGN,LUNCH BAG SPACEBOY DESIGN,0.015327988705692533,0.4108108108108108,7.0420145296549785
SET OF 6 SPICE TINS PANTRY DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.020672616346493217,0.49160671462829736,7.039737163337922
SET OF 3 CAKE TINS PANTRY DESIGN,SET OF 6 SPICE TINS PANTRY DESIGN,0.020672616346493217,0.296028880866426,7.0397371633379215
LUNCH BAG SUKI DESIGN,LUNCH BAG WOODLAND,0.01961377502142893,0.35885608856088563,6.998223013203583
LUNCH BAG WOODLAND,LUNCH BAG SUKI DESIGN,0.01961377502142893,0.3824975417895772,6.998223013203583
LUNCH BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN,0.020924721423889476,0.38073394495412843,6.965956024239142
LUNCH BAG SUKI DESIGN,LUNCH BAG PINK POLKADOT,0.020924721423889476,0.3828413284132841,6.965956024239141
LUNCH BAG WOODLAND,LUNCH BAG APPLE DESIGN,0.018605354711843897,0.36283185840707965,6.945988656165647
LUNCH BAG APPLE DESIGN,LUNCH BAG WOODLAND,0.018605354711843897,0.3561776061776062,6.945988656165647
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG  BLACK SKULL.,0.01522714667473403,0.4428152492668622,6.898943313990321
LUNCH BAG  BLACK SKULL.,LUNCH BAG DOLLY GIRL DESIGN,0.01522714667473403,0.23723487824037706,6.898943313990321
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG  BLACK SKULL.,0.0258155599253769,0.44252376836646506,6.894402119412492
LUNCH BAG  BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN,0.0258155599253769,0.40219952867242736,6.894402119412491
JUMBO BAG PINK POLKADOT,JUMBO BAG STRAWBERRY,0.017546513386779608,0.2857142857142857,6.893639207507821
JUMBO BAG STRAWBERRY,JUMBO BAG PINK POLKADOT,0.017546513386779608,0.4233576642335766,6.89363920750782
LUNCH BAG WOODLAND,LUNCH BAG  BLACK SKULL.,0.02238693087278778,0.4365781710914454,6.801771301851247
LUNCH BAG  BLACK SKULL.,LUNCH BAG WOODLAND,0.02238693087278778,0.3487824037706206,6.801771301851247
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG PINK POLKADOT,0.02158019462511975,0.3699222126188419,6.73088737877935
LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN,0.02158019462511975,0.3926605504587156,6.730887378779349
LUNCH BAG RED RETROSPOT,LUNCH BAG DOLLY GIRL DESIGN,0.01805072354157213,0.22890025575447573,6.6565671149245125
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG RED RETROSPOT,0.01805072354157213,0.5249266862170089,6.6565671149245125
LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT,0.026521454142086422,0.5172074729596854,6.558680186195295
LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,0.026521454142086422,0.33631713554987214,6.558680186195294
JUMBO BAG RED RETROSPOT,DOTCOM POSTAGE,0.0244541925074371,0.23216850167544278,6.522093333893848
DOTCOM POSTAGE,JUMBO BAG RED RETROSPOT,0.0244541925074371,0.6869688385269122,6.522093333893848
JUMBO BAG PINK POLKADOT,RECYCLING BAG RETROSPOT,0.015075883628296274,0.24548440065681446,6.508946682121124
RECYCLING BAG RETROSPOT,JUMBO BAG PINK POLKADOT,0.015075883628296274,0.3997326203208556,6.508946682121124
LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN,0.028034084606463974,0.3554987212276215,6.504249204896142
LUNCH BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,0.028034084606463974,0.5129151291512914,6.504249204896141
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG APPLE DESIGN,0.01981545908334594,0.33967156439066554,6.502612100926708
LUNCH BAG APPLE DESIGN,LUNCH BAG SPACEBOY DESIGN,0.01981545908334594,0.3793436293436293,6.502612100926707
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG PINK POLKADOT,0.02359703524428982,0.3982978723404255,6.485584320301855
JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY,0.02359703524428982,0.3842364532019704,6.485584320301855
JUMBO BAG APPLES,JUMBO STORAGE BAG SUKI,0.01895830182019866,0.3844580777096115,6.439997512850274
JUMBO STORAGE BAG SUKI,JUMBO BAG APPLES,0.01895830182019866,0.31756756756756754,6.439997512850273
JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.04159733777038269,0.6773399014778325,6.430676048831906
JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,0.04159733777038269,0.3949258018190521,6.430676048831906
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG RED RETROSPOT,0.022588614934704786,0.676737160120846,6.42495361257862
JUMBO BAG RED RETROSPOT,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,0.022588614934704786,0.2144566778362853,6.42495361257862
LUNCH BAG  BLACK SKULL.,LUNCH BAG RED RETROSPOT,0.03231987092220037,0.5035349567949725,6.385299743040083
LUNCH BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL.,0.03231987092220037,0.409846547314578,6.385299743040083
LUNCH BAG ALPHABET DESIGN,LUNCH BAG  BLACK SKULL.,0.015277567690213281,0.40945945945945944,6.379269017642938
LUNCH BAG  BLACK SKULL.,LUNCH BAG ALPHABET DESIGN,0.015277567690213281,0.2380204241948154,6.379269017642937
JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SUKI,0.0157817778450058,0.3807785888077859,6.378362966068258
JUMBO STORAGE BAG SUKI,JUMBO BAG STRAWBERRY,0.0157817778450058,0.2643581081081081,6.378362966068258
JUMBO BAG TOYS,JUMBO BAG RED RETROSPOT,0.0173448293248626,0.6590038314176244,6.256593101247365
JUMBO BAG RED RETROSPOT,JUMBO BAG TOYS,0.0173448293248626,0.16467209191000476,6.256593101247365
LUNCH BAG APPLE DESIGN,LUNCH BAG  BLACK SKULL.,0.020924721423889476,0.40057915057915056,6.240916177090568
LUNCH BAG  BLACK SKULL.,LUNCH BAG APPLE DESIGN,0.020924721423889476,0.32600157109190886,6.2409161770905675
JUMBO BAG STRAWBERRY,JUMBO BAG RED RETROSPOT,0.02702566429687894,0.6520681265206814,6.190745406072127
JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY,0.02702566429687894,0.2565820966969842,6.190745406072126
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT,0.02823576866838098,0.4840103716508211,6.137709527462107
LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,0.02823576866838098,0.35805626598465473,6.137709527462107
LUNCH BAG PINK POLKADOT,LUNCH BAG APPLE DESIGN,0.017596934402258863,0.32018348623853216,6.129535793985336
LUNCH BAG APPLE DESIGN,LUNCH BAG PINK POLKADOT,0.017596934402258863,0.33687258687258687,6.129535793985335
LUNCH BAG CARS BLUE,LUNCH BAG APPLE DESIGN,0.018504512680885394,0.3191304347826087,6.109376363941582
LUNCH BAG APPLE DESIGN,LUNCH BAG CARS BLUE,0.018504512680885394,0.35424710424710426,6.109376363941582
LUNCH BAG RED RETROSPOT,LUNCH BAG CARS BLUE,0.02793324257550547,0.35421994884910485,6.108908039586345
LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,0.02793324257550547,0.4817391304347826,6.108908039586345
JUMBO BAG PINK POLKADOT,JUMBO BAG APPLES,0.01840367064992689,0.2996715927750411,6.077082514833732
JUMBO BAG APPLES,JUMBO BAG PINK POLKADOT,0.01840367064992689,0.3732106339468303,6.077082514833732
LUNCH BAG APPLE DESIGN,LUNCH BAG RED RETROSPOT,0.024555034538395602,0.47007722007722,5.9610239806851055
LUNCH BAG RED RETROSPOT,LUNCH BAG APPLE DESIGN,0.024555034538395602,0.31138107416879796,5.9610239806851055
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,0.029496294055362277,0.6270096463022509,5.952839787033289
JUMBO BAG RED RETROSPOT,JUMBO  BAG BAROQUE BLACK WHITE,0.029496294055362277,0.2800382958353279,5.952839787033289
JUMBO BAG RED RETROSPOT,JUMBO BAG SPACEBOY DESIGN,0.021630615640599003,0.20536141694590715,5.937220090799092
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG RED RETROSPOT,0.021630615640599003,0.6253644314868806,5.937220090799092
JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS,0.026975243281399688,0.25610339875538535,5.8856300202961265
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG RED RETROSPOT,0.026975243281399688,0.6199304750869061,5.8856300202961265
WHITE HANGING HEART T-LIGHT HOLDER,RED HANGING HEART T-LIGHT HOLDER,0.024958402662229616,0.21941489361702127,5.872679602032905
RED HANGING HEART T-LIGHT HOLDER,WHITE HANGING HEART T-LIGHT HOLDER,0.024958402662229616,0.6680161943319838,5.872679602032905
JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT,0.03650481520697827,0.6114864864864865,5.805462655091664
JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SUKI,0.03650481520697827,0.3465773097175682,5.805462655091664
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG RED RETROSPOT,0.015378409721171785,0.4565868263473054,5.789953022344059
LUNCH BAG RED RETROSPOT,LUNCH BAG VINTAGE LEAF DESIGN,0.015378409721171785,0.19501278772378516,5.789953022344059
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG APPLES,0.016790198154590832,0.2834042553191489,5.7471948831745205
JUMBO BAG APPLES,JUMBO SHOPPER VINTAGE RED PAISLEY,0.016790198154590832,0.34049079754601225,5.74719488317452
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,0.02611808601825241,0.5988439306358382,5.685434024078783
JUMBO BAG RED RETROSPOT,JUMBO BAG PINK VINTAGE PAISLEY,0.02611808601825241,0.24796553374820487,5.685434024078782
JUMBO BAG RED RETROSPOT,JUMBO BAG OWLS,0.019714617052387435,0.18717089516515079,5.6501679814466295
JUMBO BAG OWLS,JUMBO BAG RED RETROSPOT,0.019714617052387435,0.5951293759512938,5.6501679814466295
JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SKULLS,0.020874300408410224,0.19818094782192436,5.575209557662731
JUMBO STORAGE BAG SKULLS,JUMBO BAG RED RETROSPOT,0.020874300408410224,0.5872340425531914,5.575209557662731
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,0.03428629052589119,0.5787234042553191,5.49440941914588
JUMBO BAG RED RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY,0.03428629052589119,0.32551460028721874,5.49440941914588
LUNCH BAG  BLACK SKULL.,CHARLOTTE BAG SUKI DESIGN,0.015378409721171785,0.2395915161036921,5.387549363814654
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG  BLACK SKULL.,0.015378409721171785,0.3458049886621315,5.387549363814654
RED RETROSPOT CHARLOTTE BAG,LUNCH BAG  BLACK SKULL.,0.01774819744869662,0.34108527131782945,5.314017428159082
LUNCH BAG  BLACK SKULL.,RED RETROSPOT CHARLOTTE BAG,0.01774819744869662,0.2765121759622938,5.314017428159082
LUNCH BAG ALPHABET DESIGN,LUNCH BAG RED RETROSPOT,0.015630514798568043,0.4189189189189189,5.312288311329232
LUNCH BAG RED RETROSPOT,LUNCH BAG ALPHABET DESIGN,0.015630514798568043,0.19820971867007672,5.312288311329231
JUMBO BAG RED RETROSPOT,JUMBO BAG APPLES,0.027529874451671456,0.2613690761129727,5.300340374794057
JUMBO BAG APPLES,JUMBO BAG RED RETROSPOT,0.027529874451671456,0.558282208588957,5.3003403747940565
LUNCH BAG RED RETROSPOT,STRAWBERRY CHARLOTTE BAG,0.015176725659254778,0.19245524296675193,5.286654894403865
STRAWBERRY CHARLOTTE BAG,LUNCH BAG RED RETROSPOT,0.015176725659254778,0.4168975069252077,5.286654894403865
RECIPE BOX PANTRY YELLOW DESIGN,JAM MAKING SET WITH JARS,0.016891040185549336,0.3015301530153015,5.282904173809607
JAM MAKING SET WITH JARS,RECIPE BOX PANTRY YELLOW DESIGN,0.016891040185549336,0.2959363957597173,5.282904173809607
RECYCLING BAG RETROSPOT,JUMBO BAG RED RETROSPOT,0.020924721423889476,0.5548128342245989,5.267402078112241
JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT,0.020924721423889476,0.19865964576352318,5.26740207811224
CHARLOTTE BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.015277567690213281,0.408355795148248,5.178337906122252
LUNCH BAG RED RETROSPOT,CHARLOTTE BAG PINK POLKADOT,0.015277567690213281,0.19373401534526855,5.178337906122252
REGENCY CAKESTAND 3 TIER,PINK REGENCY TEACUP AND SAUCER,0.019765038067866687,0.1971830985915493,5.112068489367578
PINK REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.019765038067866687,0.5124183006535947,5.112068489367578
LUNCH BAG CARS BLUE,RED RETROSPOT CHARLOTTE BAG,0.015378409721171785,0.26521739130434785,5.096953993933266
RED RETROSPOT CHARLOTTE BAG,LUNCH BAG CARS BLUE,0.015378409721171785,0.2955426356589147,5.0969539939332655
SET OF 3 CAKE TINS PANTRY DESIGN,RECIPE BOX PANTRY YELLOW DESIGN,0.01986588009882519,0.2844765342960289,5.078328627086536
RECIPE BOX PANTRY YELLOW DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.01986588009882519,0.3546354635463546,5.0783286270865355
JAM MAKING SET PRINTED,RECIPE BOX PANTRY YELLOW DESIGN,0.016638935108153077,0.28399311531841653,5.069698880387178
RECIPE BOX PANTRY YELLOW DESIGN,JAM MAKING SET PRINTED,0.016638935108153077,0.297029702970297,5.069698880387178
JAM MAKING SET WITH JARS,SET OF 4 PANTRY JELLY MOULDS,0.015580093783088791,0.27296819787985865,5.045459709740202
SET OF 4 PANTRY JELLY MOULDS,JAM MAKING SET WITH JARS,0.015580093783088791,0.287977632805219,5.045459709740202
REGENCY CAKESTAND 3 TIER,GREEN REGENCY TEACUP AND SAUCER,0.025664296878939143,0.256036217303823,5.012799899098441
GREEN REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.025664296878939143,0.5024679170779862,5.012799899098441
SPOTTY BUNTING,PARTY BUNTING,0.024353350476478595,0.4236842105263158,4.986901452444167
PARTY BUNTING,SPOTTY BUNTING,0.024353350476478595,0.28664688427299706,4.986901452444167
LUNCH BAG RED RETROSPOT,CHARLOTTE BAG SUKI DESIGN,0.017395250340341853,0.22058823529411764,4.960234093637455
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,0.017395250340341853,0.39115646258503395,4.960234093637454
ROSES REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.02647103312660717,0.49295774647887325,4.917923031144615
REGENCY CAKESTAND 3 TIER,ROSES REGENCY TEACUP AND SAUCER,0.02647103312660717,0.26408450704225356,4.917923031144615
LUNCH BAG RED RETROSPOT,RED RETROSPOT CHARLOTTE BAG,0.01986588009882519,0.25191815856777494,4.841369029917326
RED RETROSPOT CHARLOTTE BAG,LUNCH BAG RED RETROSPOT,0.01986588009882519,0.38178294573643407,4.841369029917326
JAM MAKING SET WITH JARS,SET OF 3 CAKE TINS PANTRY DESIGN,0.019159985882115666,0.33568904593639576,4.807018662856706
SET OF 3 CAKE TINS PANTRY DESIGN,JAM MAKING SET WITH JARS,0.019159985882115666,0.2743682310469314,4.807018662856706
JUMBO BAG RED RETROSPOT,JUMBO BAG VINTAGE DOILY,0.017949881510613625,0.170416467209191,4.753684661265662
JUMBO BAG VINTAGE DOILY,JUMBO BAG RED RETROSPOT,0.017949881510613625,0.5007032348804501,4.753684661265662
JUMBO STORAGE BAG SUKI,LUNCH BAG SUKI DESIGN,0.015378409721171785,0.25760135135135137,4.713106643313055
LUNCH BAG SUKI DESIGN,JUMBO STORAGE BAG SUKI,0.015378409721171785,0.28136531365313655,4.713106643313055
LUNCH BAG RED RETROSPOT,WOODLAND CHARLOTTE BAG,0.015580093783088791,0.19757033248081843,4.703976475500687
WOODLAND CHARLOTTE BAG,LUNCH BAG RED RETROSPOT,0.015580093783088791,0.37094837935174074,4.703976475500687
PACK OF 72 RETROSPOT CAKE CASES,RED RETROSPOT CHARLOTTE BAG,0.01613472495336056,0.24242424242424243,4.658914728682171
RED RETROSPOT CHARLOTTE BAG,PACK OF 72 RETROSPOT CAKE CASES,0.01613472495336056,0.31007751937984496,4.658914728682171
PACK OF 72 RETROSPOT CAKE CASES,SET/20 RED RETROSPOT PAPER NAPKINS,0.01522714667473403,0.22878787878787882,4.601977687626776
SET/20 RED RETROSPOT PAPER NAPKINS,PACK OF 72 RETROSPOT CAKE CASES,0.01522714667473403,0.3062880324543611,4.601977687626776
JUMBO BAG VINTAGE LEAF,JUMBO BAG RED RETROSPOT,0.021428931578681993,0.4835039817974971,4.590394672565706
JUMBO BAG RED RETROSPOT,JUMBO BAG VINTAGE LEAF,0.021428931578681993,0.2034466251795117,4.590394672565706
JUMBO BAG PINK POLKADOT,LUNCH BAG PINK POLKADOT,0.015176725659254778,0.2471264367816092,4.4965675419171145
LUNCH BAG PINK POLKADOT,JUMBO BAG PINK POLKADOT,0.015176725659254778,0.2761467889908257,4.4965675419171145
JUMBO BAG ALPHABET,JUMBO BAG RED RETROSPOT,0.020874300408410224,0.4569536423841059,4.338325318048814
JUMBO BAG RED RETROSPOT,JUMBO BAG ALPHABET,0.020874300408410224,0.19818094782192436,4.338325318048814
JAM MAKING SET PRINTED,SET OF 3 CAKE TINS PANTRY DESIGN,0.017496092371300356,0.29862306368330466,4.276239149480853
SET OF 3 CAKE TINS PANTRY DESIGN,JAM MAKING SET PRINTED,0.017496092371300356,0.2505415162454874,4.276239149480853
SET OF 4 PANTRY JELLY MOULDS,SET OF 3 CAKE TINS PANTRY DESIGN,0.015025462612817023,0.2777260018639329,3.9769962418537057
SET OF 3 CAKE TINS PANTRY DESIGN,SET OF 4 PANTRY JELLY MOULDS,0.015025462612817023,0.21516245487364624,3.9769962418537053
JUMBO BAG RED RETROSPOT,RED RETROSPOT CHARLOTTE BAG,0.021428931578681993,0.2034466251795117,3.9098419740167203
RED RETROSPOT CHARLOTTE BAG,JUMBO BAG RED RETROSPOT,0.021428931578681993,0.41182170542635654,3.9098419740167203
LUNCH BAG RED RETROSPOT,JUMBO STORAGE BAG SUKI,0.017243987293904098,0.2186700767263427,3.6629084727310426
JUMBO STORAGE BAG SUKI,LUNCH BAG RED RETROSPOT,0.017243987293904098,0.2888513513513513,3.6629084727310426
REGENCY CAKESTAND 3 TIER,SET OF 3 REGENCY CAKE TINS,0.01552967276760954,0.15492957746478875,3.519723149895939
SET OF 3 REGENCY CAKE TINS,REGENCY CAKESTAND 3 TIER,0.01552967276760954,0.35280641466208473,3.519723149895939
JUMBO BAG RED RETROSPOT,LUNCH BAG RED RETROSPOT,0.029193767962486763,0.2771661081857348,3.5147285317440398
LUNCH BAG RED RETROSPOT,JUMBO BAG RED RETROSPOT,0.029193767962486763,0.3702046035805626,3.5147285317440393
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG RED RETROSPOT,0.016336409015277567,0.36734693877551017,3.4875978155742904
JUMBO BAG RED RETROSPOT,CHARLOTTE BAG SUKI DESIGN,0.016336409015277567,0.15509813307802775,3.4875978155742904
WHITE HANGING HEART T-LIGHT HOLDER,HEART OF WICKER LARGE,0.01805072354157213,0.15868794326241137,3.4024410580793565
HEART OF WICKER LARGE,WHITE HANGING HEART T-LIGHT HOLDER,0.01805072354157213,0.38702702702702707,3.4024410580793565
JUMBO BAG RED RETROSPOT,WOODLAND CHARLOTTE BAG,0.015025462612817023,0.14265198659645764,3.39641878771614
WOODLAND CHARLOTTE BAG,JUMBO BAG RED RETROSPOT,0.015025462612817023,0.3577430972388956,3.3964187877161396
LUNCH BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,0.016285987999798315,0.20652173913043478,3.3628453630327693
JUMBO BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.016285987999798315,0.2651888341543514,3.3628453630327693
RED TOADSTOOL LED NIGHT LIGHT,JUMBO BAG RED RETROSPOT,0.015025462612817023,0.3510011778563016,3.332410895368133
JUMBO BAG RED RETROSPOT,RED TOADSTOOL LED NIGHT LIGHT,0.015025462612817023,0.14265198659645764,3.332410895368133
PACK OF 72 RETROSPOT CAKE CASES,LUNCH BAG RED RETROSPOT,0.017445671355821105,0.2621212121212121,3.3239450127877235
LUNCH BAG RED RETROSPOT,PACK OF 72 RETROSPOT CAKE CASES,0.017445671355821105,0.22122762148337594,3.3239450127877235
WHITE HANGING HEART T-LIGHT HOLDER,WOODEN PICTURE FRAME WHITE FINISH,0.020571774315534714,0.18085106382978725,3.2607446808510643
WOODEN PICTURE FRAME WHITE FINISH,WHITE HANGING HEART T-LIGHT HOLDER,0.020571774315534714,0.3709090909090909,3.260744680851064
LUNCH BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.018302828618968387,0.33302752293577986,3.1617687230183447
JUMBO BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,0.018302828618968387,0.17376735280038297,3.161768723018344
WOODEN FRAME ANTIQUE WHITE,WHITE HANGING HEART T-LIGHT HOLDER,0.017092724247466343,0.349124613800206,3.0692324758419707
WHITE HANGING HEART T-LIGHT HOLDER,WOODEN FRAME ANTIQUE WHITE,0.017092724247466343,0.1502659574468085,3.0692324758419707
WHITE HANGING HEART T-LIGHT HOLDER,NATURAL SLATE HEART CHALKBOARD,0.020924721423889476,0.18395390070921985,2.921022988603649
NATURAL SLATE HEART CHALKBOARD,WHITE HANGING HEART T-LIGHT HOLDER,0.020924721423889476,0.33226581265012006,2.9210229886036485
LUNCH BAG SUKI DESIGN,JUMBO BAG RED RETROSPOT,0.016588514092673826,0.30350553505535055,2.8814864895896446
JUMBO BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN,0.016588514092673826,0.157491622786022,2.881486489589644
WHITE HANGING HEART T-LIGHT HOLDER,HEART OF WICKER SMALL,0.019714617052387435,0.17331560283687944,2.862088552093114
HEART OF WICKER SMALL,WHITE HANGING HEART T-LIGHT HOLDER,0.019714617052387435,0.32556203164029973,2.862088552093114
LUNCH BAG  BLACK SKULL.,JUMBO BAG RED RETROSPOT,0.01895830182019866,0.29536527886881386,2.8042027648660532
JUMBO BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL.,0.01895830182019866,0.17999042604116802,2.804202764866053
PARTY BUNTING,PACK OF 72 RETROSPOT CAKE CASES,0.015277567690213281,0.1798219584569733,2.701824925816024
PACK OF 72 RETROSPOT CAKE CASES,PARTY BUNTING,0.015277567690213281,0.22954545454545455,2.701824925816024
PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER,0.018000302526092877,0.2704545454545455,2.698151408450705
REGENCY CAKESTAND 3 TIER,PACK OF 72 RETROSPOT CAKE CASES,0.018000302526092877,0.1795774647887324,2.6981514084507046
LUNCH BAG CARS BLUE,JUMBO BAG RED RETROSPOT,0.01638683003075682,0.2826086956521739,2.683091556184569
JUMBO BAG RED RETROSPOT,LUNCH BAG CARS BLUE,0.01638683003075682,0.1555768310196266,2.683091556184569
JAM MAKING SET PRINTED,JUMBO BAG RED RETROSPOT,0.015580093783088791,0.26592082616179,2.524656651635606
JUMBO BAG RED RETROSPOT,JAM MAKING SET PRINTED,0.015580093783088791,0.147917663954045,2.524656651635606
NATURAL SLATE HEART CHALKBOARD,JUMBO BAG RED RETROSPOT,0.01608430393788131,0.255404323458767,2.4248128038093473
JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD,0.01608430393788131,0.1527046433700335,2.4248128038093473
PARTY BUNTING,LUNCH BAG RED RETROSPOT,0.01608430393788131,0.18931750741839765,2.4007251436247317
LUNCH BAG RED RETROSPOT,PARTY BUNTING,0.01608430393788131,0.20396419437340152,2.4007251436247317
JUMBO BAG RED RETROSPOT,PACK OF 72 RETROSPOT CAKE CASES,0.016638935108153077,0.15797032072762085,2.3735040689325033
PACK OF 72 RETROSPOT CAKE CASES,JUMBO BAG RED RETROSPOT,0.016638935108153077,0.25,2.3735040689325033
PARTY BUNTING,REGENCY CAKESTAND 3 TIER,0.019916301114304442,0.23442136498516322,2.338671494844438
REGENCY CAKESTAND 3 TIER,PARTY BUNTING,0.019916301114304442,0.19869215291750503,2.3386714948444376
WHITE HANGING HEART T-LIGHT HOLDER,JUMBO STORAGE BAG SUKI,0.015327988705692533,0.1347517730496454,2.25720600920069
JUMBO STORAGE BAG SUKI,WHITE HANGING HEART T-LIGHT HOLDER,0.015327988705692533,0.25675675675675674,2.25720600920069
REGENCY CAKESTAND 3 TIER,SET OF 3 CAKE TINS PANTRY DESIGN,0.015680935814047295,0.15643863179074446,2.240178616827318
SET OF 3 CAKE TINS PANTRY DESIGN,REGENCY CAKESTAND 3 TIER,0.015680935814047295,0.2245487364620939,2.240178616827318
JUMBO BAG RED RETROSPOT,SET OF 3 CAKE TINS PANTRY DESIGN,0.015378409721171785,0.1460028721876496,2.0907400462798953
SET OF 3 CAKE TINS PANTRY DESIGN,JUMBO BAG RED RETROSPOT,0.015378409721171785,0.22021660649819497,2.090740046279895
WHITE HANGING HEART T-LIGHT HOLDER,SET OF 3 CAKE TINS PANTRY DESIGN,0.016285987999798315,0.14317375886524822,2.050227552039327
SET OF 3 CAKE TINS PANTRY DESIGN,WHITE HANGING HEART T-LIGHT HOLDER,0.016285987999798315,0.2332129963898917,2.050227552039327
WHITE HANGING HEART T-LIGHT HOLDER,PARTY BUNTING,0.01961377502142893,0.1724290780141844,2.029546530715323
PARTY BUNTING,WHITE HANGING HEART T-LIGHT HOLDER,0.01961377502142893,0.2308605341246291,2.029546530715323
ASSORTED COLOUR BIRD ORNAMENT,WHITE HANGING HEART T-LIGHT HOLDER,0.016285987999798315,0.2219931271477663,1.9515911749652701
WHITE HANGING HEART T-LIGHT HOLDER,ASSORTED COLOUR BIRD ORNAMENT,0.016285987999798315,0.14317375886524822,1.95159117496527
WHITE HANGING HEART T-LIGHT HOLDER,JUMBO BAG RED RETROSPOT,0.022487772903746282,0.19769503546099293,1.876919884297689
JUMBO BAG RED RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER,0.022487772903746282,0.2134992819530876,1.876919884297689
LUNCH BAG RED RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER,0.01668935612363233,0.21163682864450126,1.860546641181912
